process_id,temperature,pressure,flow_rate
26bac532-89b5-493d-94cb-3d5dda8f425c,52.483570765056164,127.98710873172004,26.62410862512809
08e6adcb-f775-4d17-b129-e24ba29ee93d,49.308678494144075,118.49267365825537,29.27740664642241
74d101ae-d735-4a90-b512-c836c7fa7ec5,53.23844269050346,101.19260739840348,26.037900395000193
25ac6436-4f7c-4002-80ed-c31906434f38,57.61514928204013,87.06126444588853,28.4601923518048
2fdcad4c-cf71-4606-a457-cab5e04fe203,48.82923312638332,113.96446627227179,20.531926665231072
d1baaa1a-b224-4968-8d39-9023cd2348b6,48.8293152152541,107.86970770843499,31.066468536864694
556cfb6c-5f96-461b-a08f-615a42f3c087,57.896064077536955,117.90386440055465,30.006027376811122
5f3deb4c-0fca-4821-a30d-d6fb482bdb76,53.837173645764544,112.70343603363939,25.914556844659046
de9de8b0-42c0-4834-83c2-8e4d6836a769,47.65262807032524,120.9910543063867,33.296228342162024
a53d338a-a617-4c10-b862-b301e4289490,52.712800217929825,89.29529576878863,34.68785068813279
139a99c6-4b33-46af-9ca0-dce6f492f563,47.68291153593769,126.34788131268651,21.962200678155128
38962663-21b9-4ac8-88ef-b5a00f1b75df,47.671351232148716,103.95199209384799,26.18637610716893
4e7fc51a-3677-4a89-b938-c6d9a7af2be3,51.20981135783017,141.5052174525053,26.15428825106351
ba8cbcf0-c3d6-42b2-895d-59429d4417ae,40.43359877671101,86.21624363820864,25.300484494455677
0e490122-db00-4859-9ccc-9702d0ef449b,41.375410837434835,134.719276063305,34.14737420965874
58045289-389f-4ce4-aca4-12b5cc908f43,47.188562353795135,103.95821566925295,29.030869306135983
dc10bce8-fd60-483d-904b-f6fda61ab9f7,44.93584439832788,86.97163992771104,28.677425793446947
7f9bd47f-0624-4a3a-a9f5-716e35f7c0bc,51.57123666297637,90.32228331891356,19.980688177966233
81bf0608-fad1-49a6-ab25-22515ca2dcf3,45.45987962239394,93.5930538361136,33.17709015104613
1eabef9f-1abe-44f5-b6f8-14befedc125e,42.93848149332354,108.48331892803833,23.80370802573264
360cae8e-3e0a-410f-82de-f274995ef2be,57.32824384460777,110.45670976071,30.299663151331643
6f755b8c-2787-45bd-96ee-cb2a64945f61,48.87111849756732,88.52599992122842,31.386884689790957
b43f9bc8-c4c2-4c98-9e00-9224d2dcfe0e,50.337641023439616,99.51290815478035,36.80329297919326
13a7497c-8f93-4ff2-b374-f75f68ae3a43,42.87625906893272,142.8454071722373,23.45589800440444
af92fab9-cb28-48fa-8fbb-45687bfedd48,47.27808637737409,134.55086340201422,14.902439220895873
5c3cbc3b-30a2-40e2-8f05-e27b531ed580,50.554612948549334,108.72647339348065,30.919247723768475
db32c18c-74a0-47b6-87e7-398f25e6d7d7,44.24503211288849,100.760069563364,39.00255590755427
56b850b7-25f4-470e-a204-25b7be5654d7,51.87849009172836,102.40062653436523,36.19473176469719
812acd3e-9c88-444c-ba7c-6cbb00a6028a,46.99680655040598,112.27035945460833,31.048297076373128
e24ab261-e820-41fc-b162-61a2f5b9ce69,48.54153125103362,79.5441486960319,27.541819071839765
15457074-2763-445d-897a-da143c5996df,46.991466938853016,94.8524692515331,34.03561298318655
82ba7b93-208e-43ee-8de1-69a3d09d751f,59.26139092254469,66.62831852244821,25.132269001477656
192e246a-4edb-447a-8b95-85fc6d8bce9f,49.93251387631033,107.98446245210559,32.3817888467811
b589dc1d-7da9-4868-902a-96a27014da7d,44.7114453552205,112.94391879405482,32.52735079583314
3915760a-1c66-4378-835e-95538dfcfe24,54.11272456051594,90.33627075401252,35.3010495374944
e0558a81-2b0d-4a63-ad2b-08d035089c5a,43.89578175014489,131.47973526580066,43.79830019455539
f8cbc3d3-570d-4d18-93aa-004f0ae9b0a6,51.04431797502378,75.48468673995318,31.962079835893835
7900f775-709e-4d18-9e75-ff59bf42ddab,40.201649380601125,70.7125023958036,27.455181871462507
7d541106-f5ff-48f8-a52c-765a20ba7a33,43.359069755507846,104.48903637119945,29.87212843904003
9b0dbf51-6244-4219-bd78-c0e6d60b265a,50.984306179345616,120.94196605224309,21.15462047555441
cec7947f-6f93-49d5-8b13-49472eff8733,53.69233289997705,133.67855382915738,26.52643434455471
f8e6d6a8-4d71-45ae-ac98-b0b8f6bab514,50.85684140594985,90.8223147426212,27.95358780943448
cb15edf5-198f-4a66-a38f-b45d130830e1,49.4217585880588,121.57361666862592,27.379558010327038
1b55545e-17b9-41cc-89ef-b88cfcd1ac74,48.494481522053555,99.22983060998585,30.76177436016861
a2dd695a-3ee6-4df5-b5f2-07687f494070,42.60739004816286,96.54745400118361,25.887900338088997
b703cf98-0be1-453e-941d-454fcd2e5a69,46.40077895802646,117.67319874973344,35.60515333662236
8eabaefb-ef08-4291-90a9-ac4da354f0f3,47.696806145201066,113.0464575682684,30.001035324590987
5798c5ec-92e8-44d3-9c4f-b12562c22e38,55.285611131094576,68.47215686031501,29.953498394306926
91cfb374-42c5-43da-80c1-9deb5c76532f,51.718091447842305,129.53080699451792,28.36052641743541
37c34a39-972e-4a51-8f4e-530ce0bf8e11,41.18479922318633,127.60182708294903,30.775953419294897
9af3f47b-cbd3-4193-a994-7090417b564a,51.620419846973974,87.48874596980941,34.125491323338174
39659bee-769c-4f44-a2ec-a505a8c75e7c,48.07458859791842,107.91607066874818,25.664348921445498
835e4bd0-0574-4063-ab14-8c75511c9a66,46.61538999847021,109.88060372565478,26.709417554623716
abc86390-d06f-4264-9f5f-804144d72806,53.058381444204336,105.21347531647814,28.481369856116675
c1fe14f2-e69d-4fdc-a57e-c01202b4635d,55.154997612479754,88.9938969230916,23.270645382633926
9dda4916-b4d3-4f92-85f5-fe6cf859df18,54.65640059558099,86.56753264123897,25.903710701392512
52e1428b-7069-4310-a321-0a525ac04f1d,45.80391238388681,99.48891858017109,27.618895632276704
10aa2c6e-196c-435b-a724-23ecaf21cddc,48.45393812074393,123.45458038518728,34.371945903563635
69fc84ca-28e8-4806-a0b2-3289a358017c,51.65631715701782,110.87200309188864,31.312806645009626
b1adcc55-e4f5-4fe4-a867-8996491d9bf5,54.877725635611796,92.58771335827788,30.967949556837723
87db27c6-c572-4ca2-9dd3-05fa40f6689e,47.60412881077355,115.43397421296689,34.25448981083986
fc0c7e50-dc68-4d0f-9a95-9b9ad6632f27,49.07170511668092,43.02914758739849,29.313141058003016
0ae7a07c-51c5-45b5-9ab7-ed69ad7528d4,44.468325129969855,122.97531400744207,31.952324249644448
d344ddd5-157b-45b4-bdcd-e9931e1a97dd,44.01896687959665,65.20572442443802,29.48389123533752
6f70d57d-1aca-4761-a943-cf358ae23137,54.06262911197099,92.75118117193736,31.326811746998143
78eedc8c-3f44-4b0f-ab3a-ca3c43758049,56.78120014285412,77.60660210747713,27.08620671194209
4fc00cf4-139d-4edd-b238-c008c762ed40,49.63994939209833,74.10637048558189,17.805914208617857
c3815866-cdb6-4863-bc81-4f8eef2babb8,55.01766448946012,123.21653574757039,29.32860418906848
96daea29-1d4c-4d78-81a9-2e82b53e536d,51.808180125238174,90.64597597376218,37.1137406804997
b1d7e4f9-85ac-4393-8d4f-5fee552b2ca5,46.774401226974376,106.93007763461432,34.631077011207964
3175bf82-97f5-42f1-b997-ec84ac8a7a7e,51.80697802754207,99.06158842241632,34.82698742295585
ce089964-42fb-4ded-9806-6ca1ef897934,57.690182832329846,109.54081654446243,36.18065360903109
04feefb6-3286-4383-8b49-6bec2407a140,49.82086980445024,101.53643782120511,30.443287954807186
70e486b5-f034-411c-8771-92830d2c56e5,57.82321827907003,74.3401555162286,30.986578537027977
c3457470-a530-414e-a386-dde1e2a0bb51,36.901274479551276,119.9253363889428,26.91174052282825
63a0d6e7-ee17-49f9-832d-1d4808520287,54.10951252187612,90.12486833677374,28.41963571986475
b4516c99-f7dd-4a4e-b50b-c68ae97a2138,50.435235341190854,68.86836202680499,33.07885574885571
b1689bcd-ba53-4143-ba81-f6b6352c11aa,48.50496324767066,91.43769678068175,36.01942218584408
80dc7bcf-5e04-420c-a120-1f3e18310690,50.458803882677515,130.01519581268622,29.302768621595003
7b1e9909-6c5b-4f14-a562-ad763d67dbc4,40.06215542699554,117.00443484226986,27.749053675742942
5074e0f9-99bb-446a-84e7-8c00481f37d4,48.90164056081244,93.02695731184282,30.002639794282988
